Itemset,Frequency
"sides, verde",1
"halves, scallions",1
"breasts, kernels",1
"jar, kernels",2
"jar, lettuce",1
"chiles, stock",1
"beans, masa",1
"broth, masa",1
"butter, masa",1
"carcass, chili",1
"carcass, flakes",1
"carcass, masa",1
"chili, masa",1
"corn, masa",1
"flakes, masa",1
"garlic, masa",1
"leaves, masa",1
"masa, onion",1
"masa, pepper",1
"masa, salt",1
"masa, sauce",1
"masa, tomatoes",1
"flakes, miso",1
"milk, miso",1
"milk, tahini",1
"beans, hatch",1
"broth, hatch",1
"cubes, enchilada",1
"cubes, hatch",1
"cumin, hatch",1
"enchilada, hatch",1
"garlic, hatch",1
"hatch, oil",1
"hatch, onion",1
"dill, honey",1
"beans, spears",1
"dressing, meat",1
"dressing, spears",1
"florets, spears",1
"meat, spears",1
"olives, spears",1
"spears, tomatoes",2
"cucumber, vegetables",1
"banza, beans",1
"banza, flakes",1
"banza, oil",1
"banza, olives",1
"banza, oregano",1
"banza, paprika",1
"banza, pepper",1
"banza, squash",1
"banza, tomatoes",1
"banza, vinegar",1
"olives, squash",1
"chickpeas, corn",1
"chickpeas, limes",1
"limes, pasta",1
"avocado, spaghetti",1
"beans, succotash",1
"onion, succotash",1
"pepper, succotash",1
"spaghetti, succotash",1
"steak, succotash",1
"succotash, sugar",1
"succotash, tomatoes",1
"succotash, water",1
"succotash, wine",1
"beef, meal",1
"carrot, meal",1
"carrot, provence",1
"meal, provence",1
"spaghetti, sprouts",1
"jar, olives",2
"jar, spinach",1
"jar, spray",2
"beans, cactus",1
"beef, cactus",1
"blend, cactus",1
"cactus, cheese",1
"cactus, mix",1
"cactus, ounce",1
"cactus, spray",1
"cactus, tortillas",1
"doritos, jar",1
"doritos, kernels",1
"doritos, olives",1
"doritos, taco",1
"beans, wolf",1
"cheese, wolf",1
"onion, wolf",1
"tortillas, wolf",1
"ham, sprouts",1
"oil, plantains",1
"plantains, salt",1
"avocado, slices",1
"beans, epazote",1
"cloves, epazote",1
"epazote, water",1
"cumin, grease",1
"blend, cob",1
"blend, ground",1
"cob, ground",1
"cob, spinach",1
"ground, ounce",1
"ground, tortillas",1
"beef, niblets",1
"gravy, leaves",1
"gravy, niblets",1
"gravy, tomatoes",1
"leaves, niblets",1
"niblets, onion",1
"niblets, potatoes",1
"niblets, salt",1
"niblets, tomatoes",1
"foil, yogurt",1
"chili, cocktail",1
"beans, creole",1
"creole, ounce",1
"creole, water",1
"olives, rotel",1
"ranch, rotel",1
"cubes, taco",1
"beans, chipotles",1
"carrots, chipotles",1
"celery, chipotles",1
"chilies, chipotles",1
"chilies, limes",1
"chipotles, cloves",1
"chipotles, cumin",1
"chipotles, limes",1
"chipotles, oil",1
"chipotles, onion",1
"chipotles, salt",1
"chipotles, stock",1
"chipotles, thighs",1
"chipotles, tomatoes",1
"breasts, paso",1
"garlic, paso",1
"oil, paso",1
"beer, chiles",1
"beer, taco",1
"breasts, taco",1
"chiles, chips",2
"chiles, taco",1
"taco, tomato",1
"broth, fajita",2
"fajita, sauce",1
"kernels, liquid",1
"liquid, meat",1
"base, beef",2
"base, rounds",1
"base, tomato",2
"corn, steak",1
"mix, steak",1
"potato, soup",1
"chiles, kernels",1
"chiles, okra",1
"kernels, okra",1
"beans, bourbon",1
"bourbon, cinnamon",1
"bourbon, corn",1
"bourbon, cumin",1
"bourbon, meat",1
"bourbon, oil",1
"bourbon, potatoes",1
"bourbon, salt",1
"bacon, chianti",1
"beans, chianti",1
"broth, chianti",1
"carrots, chianti",1
"celery, chianti",1
"chianti, flour",1
"chianti, meat",1
"chianti, mushrooms",1
"chianti, oil",1
"chianti, potatoes",1
"chianti, sage",1
"chianti, tomatoes",1
"chianti, water",1
"lettuce, shoulder",1
"butternut, onions",2
"butternut, pork",1
"oats, syrup",1
"avocado, drumsticks",1
"avocado, goya",1
"avocado, maseca",1
"cheese, maseca",1
"cream, goya",1
"cream, maseca",1
"drumsticks, goya",1
"drumsticks, granules",1
"drumsticks, lettuce",1
"drumsticks, maseca",1
"frying, goya",1
"frying, granules",1
"frying, lettuce",1
"frying, maseca",1
"garlic, maseca",1
"goya, granules",1
"goya, lettuce",1
"goya, maseca",1
"granules, maseca",1
"lettuce, maseca",1
"maseca, water",1
"cornstarch, peaches",1
"cornstarch, seasonings",1
"extract, peaches",1
"extract, seasonings",1
"nutmeg, peaches",1
"nutmeg, seasonings",1
"peaches, seasonings",1
"seasonings, sugar",1
"carrot, pinch",1
"garlic, pinch",1
"leaves, pinch",1
"lentils, pinch",1
"oil, pinch",1
"paste, pinch",1
"pinch, vinegar",1
"cilantro, squash",1
"lentils, squash",2
"tarragon, zucchini",3
"ham, lentils",3
"ham, nutmeg",1
"ham, seed",1
"cubes, swiss",1
"juice, swiss",1
"lentils, swiss",3
"beets, coriander",1
"beets, flakes",1
"beets, groats",1
"beets, lentils",2
"beets, mace",1
"beets, petals",1
"beets, rainbow",1
"beets, turmeric",1
"carrots, groats",2
"carrots, mace",1
"carrots, rainbow",1
"coriander, groats",1
"coriander, mace",1
"coriander, petals",1
"coriander, rainbow",1
"flakes, groats",1
"flakes, petals",1
"flakes, rainbow",1
"groats, lentils",3
"groats, mace",1
"groats, oil",3
"groats, onions",1
"groats, paprika",1
"groats, petals",1
"groats, rainbow",1
"groats, salt",1
"groats, spinach",2
"groats, turmeric",1
"groats, vinegar",1
"groats, water",1
"lentils, mace",1
"lentils, petals",1
"lentils, rainbow",1
"mace, onions",1
"mace, petals",1
"mace, rainbow",1
"mace, spinach",1
"mace, turmeric",1
"mace, vinegar",1
"oil, rainbow",1
"onions, petals",1
"onions, rainbow",1
"paprika, rainbow",1
"petals, rainbow",1
"petals, spinach",1
"petals, turmeric",1
"rainbow, salt",1
"rainbow, spinach",1
"rainbow, turmeric",1
"rainbow, vinegar",1
"rainbow, water",1
"lentils, shallots",1
"apples, carrot",1
"apples, chives",1
"apples, lentils",2
"chives, lentils",3
"dressing, lentils",1
"dressing, prosciutto",1
"dressing, stems",1
"lentils, prosciutto",1
"prosciutto, stems",1
"lentils, vinaigrette",1
"bulgur, lentils",2
"bulgur, oil",1
"bulgur, tomatoes",1
"bulgur, vinegar",1
"chives, garni",1
"garni, lentils",1
"garni, mustard",1
"garni, oil",1
"garni, onion",1
"garni, pepper",1
"garni, salmon",1
"garni, vinegar",1
"lentils, salmon",1
"barley, sherry",1
"lentils, sherry",2
"broth, groats",2
"carrot, groats",1
"groats, leaves",1
"groats, onion",2
"barley, savory",1
"flakes, savory",1
"mint, spinach",2
"parts, turmeric",1
"parts, yogurt",1
"lentils, liquid",1
"chickpeas, yogurt",1
"bouillon, coriander",3
"coriander, swiss",1
"cumin, swiss",1
"cardamom, chili",1
"cardamom, kale",1
"cardamom, quinoa",1
"cinnamon, kale",1
"cinnamon, quinoa",1
"coriander, kale",2
"coriander, quinoa",1
"cumin, kale",3
"curry, kale",2
"curry, quinoa",1
"kale, peas",1
"bouillon, walnuts",1
"carrots, farro",1
"celery, farro",1
"farro, lentils",1
"farro, masala",1
"cashews, lentils",1
"cashews, spinach",1
"cashews, spray",1
"bragg, carrots",1
"bragg, celery",1
"bragg, lentils",1
"bragg, onion",1
"lentils, tops",1
"asafoetida, pulp",1
"asafoetida, tomato",1
"coconut, pulp",1
"coconut, seed",1
"coconut, tomato",1
"dal, pulp",1
"dal, seed",1
"dal, tomato",1
"pulp, seed",1
"pulp, seeds",1
"pulp, tomato",1
"allspice, mix",1
"lemon, mix",2
"lentils, shallot",1
"quinoa, swiss",1
"caps, lentils",1
"caps, sherry",1
"mint, ounce",1
"ounce, quinoa",1
"quinoa, shallots",1
"buns, syrup",1
"carrot, syrup",1
"chili, syrup",1
"lentils, syrup",2
"bite, groats",1
"bite, hummus",1
"bite, stalk",1
"bite, yeast",1
"broth, hummus",1
"carrots, hummus",1
"carrots, yeast",1
"garlic, groats",1
"garlic, hummus",1
"groats, hummus",1
"groats, parsley",1
"groats, paste",1
"groats, pepper",1
"groats, potatoes",1
"groats, stalk",1
"groats, yeast",1
"groats, zucchini",1
"hummus, lentils",2
"hummus, oil",2
"hummus, onion",1
"hummus, parsley",1
"hummus, paste",1
"hummus, pepper",1
"hummus, potatoes",1
"hummus, stalk",1
"hummus, yeast",1
"hummus, zucchini",1
"paste, stalk",1
"paste, yeast",1
"stalk, yeast",1
"stalk, zucchini",1
"yeast, zucchini",1
"butternut, lentils",2
"kale, paste",2
"kale, squash",1
"kale, turmeric",2
"lentils, spaghetti",1
"macaroni, turmeric",1
"beans, stalk",1
"butternut, carrot",1
"butternut, knorr",1
"butternut, stalk",1
"cilantro, knorr",1
"cilantro, stalk",1
"cinnamon, knorr",1
"knorr, leaf",1
"knorr, lentils",1
"knorr, peas",1
"knorr, stalk",1
"dressing, nuts",1
"dressing, squash",1
"avocados, lentils",1
"apple, peas",1
"allspice, chocolate",1
"apples, paste",1
"apples, tamarind",1
"apples, tomato",1
"apples, yogurt",3
"celery, tamarind",1
"cream, tamarind",1
"flakes, tamarind",1
"leaf, tamarind",1
"tamarind, thighs",1
"tamarind, tomato",1
"tamarind, yogurt",1
"ground, lentils",1
"ground, turmeric",1
"cumin, yeast",1
"root, yeast",1
"stock, yeast",1
"syrup, yeast",1
"broth, dukka",1
"butter, dukka",1
"chunks, dukka",1
"cilantro, dukka",1
"dukka, garlic",1
"dukka, lentils",1
"dukka, masala",1
"dukka, oil",1
"dukka, onion",1
"dukka, pepper",1
"dukka, spinach",1
"cornstarch, lentils",1
"cornstarch, quinoa",1
"chives, puree",1
"corn, puree",1
"chile, giblets",1
"cumin, giblets",1
"giblets, paste",1
"giblets, tomatoes",1
"giblets, turmeric",1
"allspice, dough",1
"allspice, hummus",1
"allspice, shortening",1
"allspice, tartar",1
"beans, hummus",1
"beans, tartar",1
"butter, hummus",1
"cinnamon, hummus",1
"dough, extract",1
"dough, ginger",1
"dough, hummus",1
"dough, lentils",1
"dough, nutmeg",1
"dough, shortening",1
"dough, tartar",1
"extract, hummus",1
"extract, peas",1
"ginger, hummus",1
"ginger, shortening",1
"ginger, tartar",1
"hummus, nutmeg",1
"hummus, peas",1
"hummus, salt",1
"hummus, shortening",1
"hummus, sugar",1
"hummus, tartar",1
"hummus, water",1
"lentils, shortening",1
"lentils, tartar",1
"nutmeg, tartar",1
"peas, shortening",1
"peas, tartar",1
"shortening, tartar",1
"oil, pearl",1
"pearl, water",1
"cucumber, leaf",1
"quinoa, zest",1
"herbs, lentils",1
"herbs, paprika",1
"cinnamon, greens",1
"cloves, link",1
"cumin, link",1
"juice, link",1
"link, sprigs",1
"link, tarragon",1
"link, yogurt",1
"sprigs, tarragon",1
"sprigs, yogurt",1
"allspice, lemons",1
"allspice, ribs",1
"allspice, squares",1
"carrot, lemons",1
"cinnamon, lemons",1
"cinnamon, squares",1
"cumin, squares",1
"lemons, lentils",1
"lemons, potato",1
"lemons, ribs",1
"lemons, squares",1
"lentils, squares",1
"potato, squares",1
"ribs, squares",1
"spray, squares",1
"barley, cream",1
"barley, lime",1
"barley, wedges",1
"bulgur, butter",1
"bulgur, leaves",1
"bulgur, lemon",1
"bulgur, onions",1
"bulgur, paprika",1
"bulgur, stock",1
"bulgur, tomato",1
"asafoetida, chickpeas",1
"asafoetida, ghee",1
"asafoetida, lentils",1
"asafoetida, onion",1
"chickpeas, curry",2
"chickpeas, ghee",1
"curry, ghee",1
"flakes, ghee",1
"ghee, peas",1
"bread, ghee",1
"basil, matoes",1
"butter, matoes",1
"cream, matoes",1
"juice, matoes",1
"matoes, pepper",1
"beef, hominy",1
"cream, hominy",1
"bread, cider",1
"beef, triangles",1
"bouillon, sauerkraut",1
"bouillon, triangles",1
"butter, triangles",1
"celery, sauerkraut",2
"celery, triangles",1
"cheese, sauerkraut",1
"cheese, triangles",2
"cream, sauerkraut",1
"cream, triangles",1
"flour, triangles",1
"onion, triangles",1
"sauerkraut, triangles",1
"triangles, water",1
"bread, temperature",1
"leaf, temperature",1
"leaves, temperature",1
"baguette, broth",2
"baguette, flour",1
"baguette, onions",2
"baguette, wine",2
"baguette, pesto",1
"mayonnaise, pesto",2
"broth, spiralizer",1
"choy, lemongrass",1
"choy, spiralizer",1
"cilantro, spiralizer",1
"flakes, spiralizer",1
"garlic, spiralizer",1
"ginger, spiralizer",1
"lemongrass, peas",1
"lemongrass, scallions",1
"lemongrass, spiralizer",1
"lime, scallions",1
"lime, spiralizer",1
"mushrooms, spiralizer",1
"oil, spiralizer",1
"paste, spiralizer",1
"peas, spiralizer",1
"pepper, spiralizer",1
"salt, spiralizer",1
"scallions, spiralizer",1
"spiralizer, water",1
"scallops, soy",1
"base, lemongrass",1
"base, peppercorns",1
"cinnamon, soup",1
"raisins, soup",1
"soda, soup",1
"chives, leeks",1
"flour, leeks",1
"juice, leeks",1
"leeks, sherry",2
"broth, parma",1
"cream, parma",1
"foil, parma",1
"garlic, parma",1
"leaf, parma",1
"leaves, parma",1
"lemon, parma",1
"oil, parma",1
"paprika, parma",1
"parma, pepper",1
"parma, potatoes",1
"parma, salt",1
"parma, shallots",1
"parma, thyme",1
"butternut, half",1
"eggplant, half",1
"eggplant, puree",1
"granules, seed",1
"cream, sprouts",1
"redhot, sprouts",1
"redhot, thyme",1
"chives, granules",1
"mix, pot",1
"mix, request",1
"pot, request",1
"potatoes, request",1
"almonds, sage",1
"barley, consomme",1
"barley, soup",2
"consomme, soup",1
"leaf, soup",1
"basil, meatballs",1
"cube, macaroni",1
"cube, meatballs",1
"cube, tomato",2
"garlic, meatballs",1
"macaroni, meatballs",1
"meatballs, thyme",1
"meatballs, tomato",1
"meatballs, water",1
"rib, tarragon",1
"butter, ravioli",1
"butternut, leeks",1
"butternut, ravioli",1
"cinnamon, leeks",1
"cinnamon, ravioli",1
"cumin, ravioli",1
"ginger, leeks",1
"ginger, ravioli",1
"leeks, onions",3
"leeks, ravioli",1
"nutmeg, ravioli",1
"onions, ravioli",1
"ravioli, wine",1
"carrots, orzo",1
"orzo, scallions",1
"scallions, spinach",1
"boursin, milk",1
"boursin, sausage",1
"boursin, tortellini",1
"seasoning, tortellini",1
"leaf, savory",1
"leeks, savory",1
"savory, spinach",1
"drippings, shallots",1
"broccoli, leeks",1
"coriander, leeks",1
"broccoli, ounces",1
"broccoli, crosswise",1
"crosswise, nutmeg",1
"cauliflower, tapatio",1
"curry, slices",2
"curry, tapatio",1
"slices, tapatio",1
"stock, tapatio",1
"base, ketchup",1
"salsa, stock",1
"potato, stalks",1
"broth, bunches",1
"broth, sunchokes",1
"bunches, butter",1
"bunches, carrot",1
"bunches, celery",1
"bunches, crosswise",1
"bunches, leaves",1
"bunches, mushrooms",1
"bunches, oil",1
"bunches, sunchokes",1
"bunches, tarragon",1
"bunches, vermouth",1
"butter, sunchokes",1
"carrot, crosswise",1
"carrot, sunchokes",1
"carrot, vermouth",1
"celery, sunchokes",1
"celery, vermouth",1
"crosswise, sunchokes",1
"crosswise, tarragon",1
"crosswise, vermouth",1
"leaves, sunchokes",1
"leaves, vermouth",1
"mushrooms, sunchokes",1
"mushrooms, vermouth",1
"oil, sunchokes",1
"pepper, sunchokes",1
"sunchokes, tarragon",1
"sunchokes, vermouth",1
"breast, discard",1
"breast, linguine",1
"breast, tops",1
"broth, discard",1
"carrots, discard",1
"carrots, linguine",1
"carrots, tops",1
"cloves, discard",1
"discard, ginger",1
"discard, linguine",1
"discard, pepper",1
"discard, sauce",1
"discard, spinach",1
"discard, tops",1
"discard, wedges",1
"discard, wine",1
"linguine, spinach",1
"linguine, tops",1
"linguine, wedges",1
"tops, wine",1
"margarine, zucchini",1
"vinegar, wheat",1
"weed, wheat",1
"wheat, zucchini",1
"campbell, sugar",1
"campbell, tomatoes",1
"campbell, zucchini",1
"cardamom, zucchini",1
"cinnamon, sticks",1
"sticks, zucchini",1
"bouillon, shallot",1
"basil, buttercup",1
"broth, buttercup",1
"butter, buttercup",1
"buttercup, cheese",1
"buttercup, marjoram",1
"buttercup, onion",1
"buttercup, pepper",1
"squash, yogurt",4
"squash, tarragon",1
"broth, pepitas",1
"carrot, pepitas",1
"cream, pepitas",1
"juice, pepitas",1
"oil, pepitas",1
"onion, pepitas",1
"paprika, pepitas",1
"parsley, pepitas",1
"paste, pepitas",1
"pepitas, pepper",1
"pepitas, salt",1
"pepitas, squash",1
"avocados, stock",1
"avocados, wine",1
"avocados, rotel",1
"avocados, half",1
"kernels, yogurt",1
"apples, parts",1
"cider, parts",1
"parts, sage",1
"cider, pecans",1
"cider, root",1
"cider, yogurt",1
"pecans, root",1
"cider, lengthwise",2
"apples, shallots",1
"bulb, juice",1
"bulb, leaf",1
"bulb, shallot",1
"bulb, stock",1
"bulb, thyme",1
"juice, smith",1
"leaf, smith",1
"shallot, smith",1
"smith, stock",1
"smith, thyme",1
"smith, wine",1
"apples, squashes",1
"butter, squashes",1
"cider, squashes",1
"honey, squashes",1
"lengthwise, squashes",1
"oil, squashes",1
"onion, squashes",1
"squashes, stock",1
"squashes, sugar",1
"squashes, thyme",1
"squashes, water",1
"crosswise, slices",1
"leaf, margarine",1
"leaf, pears",1
"margarine, pears",1
"parsley, pears",1
"apple, chardonnay",1
"apple, organic",1
"bacon, chardonnay",1
"bacon, organic",1
"bacon, spice",1
"butter, organic",1
"carrots, chardonnay",1
"carrots, organic",1
"chardonnay, cubes",1
"chardonnay, onions",1
"chardonnay, organic",1
"chardonnay, potato",1
"chardonnay, spice",1
"chardonnay, sugar",1
"cream, organic",1
"cubes, organic",1
"onions, organic",1
"organic, pepper",1
"organic, potato",1
"organic, spice",1
"organic, sugar",1
"potato, spice",1
"butter, carton",4
"carton, chips",1
"carton, chunks",2
"carton, cinnamon",1
"carton, cloves",4
"carton, ginger",3
"carton, milk",4
"carton, pepper",4
"carton, sugar",4
"chips, dice",1
"chips, ginger",1
"chunks, dice",2
"basil, fraiche",1
"cream, fraiche",1
"fraiche, paprika",1
"fraiche, stock",1
"fraiche, tomatoes",1
"oil, rutabagas",1
"parsnips, spray",1
"parsnips, sprigs",1
"potatoes, rutabagas",1
"rutabagas, salt",1
"rutabagas, spray",1
"rutabagas, sprigs",1
"rutabagas, stock",1
"rutabagas, vinegar",1
"cardamom, strawberries",1
"cantaloupe, cinnamon",1
"cinnamon, grease",1
"flakes, grease",1
"grease, half",1
"grease, juice",1
"grease, leaves",1
"grease, paste",1
"grease, sugar",1
"carrots, fraiche",1
"carrots, oranges",1
"flour, fraiche",1
"fraiche, nuts",1
"fraiche, oranges",1
"fraiche, root",1
"blueberries, melon",2
"blueberries, oranges",1
"blueberries, pineapple",1
"leaves, melon",1
"melon, oranges",1
"melon, pineapple",1
"pineapple, yogurt",1
"broth, persimmons",1
"butternut, persimmons",1
"carrots, persimmons",1
"leaf, persimmons",1
"oil, persimmons",1
"onion, persimmons",1
"pepper, persimmons",1
"persimmons, vinegar",1
"persimmons, wine",1
"broth, cointreau",1
"cinnamon, cointreau",1
"cointreau, ginger",1
"cointreau, half",1
"cointreau, nutmeg",1
"cointreau, pecans",1
"cointreau, pepper",1
"cointreau, potatoes",1
"banana, carrot",1
"banana, coriander",1
"banana, curry",1
"banana, lime",1
"banana, stock",1
"coriander, pumpkin",1
"lime, pumpkin",2
"lemons, yogurt",1
"bananas, tapioca",1
"breast, chickpeas",1
"breast, goya",1
"chickpeas, goya",1
"chickpeas, leaf",1
"chickpeas, peppercorns",1
"goya, parsley",1
"goya, peppercorns",1
"goya, seeds",1
"goya, spinach",1
"almonds, crosswise",1
"almonds, cucumbers",1
"almonds, fraiche",1
"crosswise, cucumbers",1
"crosswise, fraiche",1
"crosswise, grapes",1
"cucumbers, fraiche",1
"cucumbers, grapes",1
"fraiche, grapes",1
"fraiche, vinegar",1
"fraiche, water",1
"curry, pineapple",1
"leek, pineapple",1
"almonds, pineapple",1
"basil, coconut",1
"coconut, parsley",1
"coconut, soup",1
"parsley, pineapple",1
"pineapple, soup",1
"half, mango",1
"cinnamon, melon",1
"honey, melon",1
"limes, melon",1
"melon, milk",1
"blueberries, cookies",1
"cookies, melon",1
"avocado, melon",1
"cucumber, melon",1
"garlic, melon",1
"melon, vinegar",1
"allspice, yam",1
"cinnamon, yam",1
"flakes, yam",1
"ginger, yam",1
"juice, yam",1
"nutmeg, yam",1
"onions, yam",1
"paprika, yam",1
"squash, yam",1
"barley, breast",1
"barley, parsnips",1
"breast, parsnips",1
"potato, stick",1
"squash, stick",1
"stick, syrup",1
"stick, thyme",1
"carton, nutmeg",1
"carton, peanuts",1
"dice, nutmeg",1
"dice, peanuts",1
"nutmeg, peanuts",1
"cinnamon, turnip",1
"cloves, turnip",1
"nutmeg, turnip",1
"potato, stalk",1
"squash, stalk",1
"stalk, turnip",1
"peanuts, potatoes",1
"crawfish, creole",1
"crawfish, flour",1
"crawfish, milk",1
"crawfish, onion",1
"crawfish, salt",1
"crawfish, sauce",1
"crawfish, worcestershire",1
"creole, milk",1
"creole, soup",1
"creole, worcestershire",1
"corn, shallots",1
"beans, rutabaga",1
"carrots, hominy",1
"celery, hominy",1
"cubes, hominy",1
"cubes, rutabaga",1
"hominy, rutabaga",1
"carton, corn",1
"carton, cumin",1
"chips, fajita",1
"fajita, flour",1
"fajita, half",1
"fajita, salsa",1
"fajita, soup",1
"half, salsa",1
"chips, chunky",1
"chunky, cubes",1
"carrot, dash",1
"celery, dash",1
"dash, peas",1
"bacon, leek",2
"bacon, ida",1
"broth, ida",1
"carrots, ida",1
"celery, ida",1
"cloves, ida",1
"flakes, ida",1
"ida, onion",1
"ida, peas",1
"ida, pepper",1
"hock, peas",2
"peas, tabasco",1
"hock, leek",1
"hock, nutmeg",1
"hock, potatoes",1
"leek, sausage",1
"bone, stock",1
"beef, turnip",1
"peas, turnip",1
"ham, provence",1
"provence, turmeric",1
"croutons, peas",1
"croutons, thyme",1
"croutons, yogurt",1
"thyme, yogurt",1
"buttermilk, cucumbers",1
"buttermilk, mint",1
